"customer_id","customer_name","segment","country","city","state","postal_code","region"
"MC-17425","Mark Cousins","Corporate","United States","Houston","Texas","77036","Central"
"VP-21730","Victor Preis","Home Office","United States","Sterling Heights","Michigan","48310","Central"
"TT-21220","Thomas Thornton","Consumer","United States","Los Angeles","California","90045","West"
"CC-12220","Chris Cortes","Consumer","United States","Seattle","Washington","98103","West"
"LW-16825","Laurel Workman","Corporate","United States","New York City","New York","10024","East"
"DB-12910","Daniel Byrd","Home Office","United States","Tampa","Florida","33614","South"
"TH-21100","Thea Hendricks","Consumer","United States","Glendale","Arizona","85301","West"
"WB-21850","William Brown","Consumer","United States","Anaheim","California","92804","West"
"AG-10270","Alejandro Grove","Consumer","United States","New York City","New York","10011","East"
"AB-10105","Adrian Barton","Consumer","United States","Phoenix","Arizona","85023","West"
"MZ-17335","Maria Zettner","Home Office","United States","San Diego","California","92024","West"
"SJ-20500","Shirley Jackson","Consumer","United States","Newark","Delaware","19711","East"
"EB-13750","Edward Becker","Corporate","United States","Round Rock","Texas","78664","Central"
"XP-21865","Xylona Preis","Consumer","United States","Everett","Massachusetts","2149","East"
"JM-15535","Jessica Myrick","Consumer","United States","Los Angeles","California","90036","West"
"GH-14410","Gary Hansen","Home Office","United States","Houston","Texas","77070","Central"
"RH-19555","Ritsa Hightower","Consumer","United States","Tallahassee","Florida","32303","South"
"SF-20200","Sarah Foster","Consumer","United States","Philadelphia","Pennsylvania","19143","East"
"TH-21550","Tracy Hopkins","Home Office","United States","New York City","New York","10009","East"
"GM-14455","Gary Mitchum","Home Office","United States","Austin","Texas","78745","Central"
"TP-21565","Tracy Poddar","Corporate","United States","Eugene","Oregon","97405","West"
"DB-13210","Dean Braden","Consumer","United States","Port Saint Lucie","Florida","34952","South"
"TM-21010","Tamara Manning","Consumer","United States","Grand Island","Nebraska","68801","Central"
"JH-15985","Joseph Holt","Consumer","United States","San Francisco","California","94109","West"
"JK-15625","Jim Karlsson","Consumer","United States","Olympia","Washington","98502","West"
"YS-21880","Yana Sorensen","Corporate","United States","Burlington","North Carolina","27217","South"
"SP-20860","Sung Pak","Corporate","United States","Philadelphia","Pennsylvania","19143","East"
"MC-17845","Michael Chen","Consumer","United States","New York City","New York","10035","East"
"DB-13660","Duane Benoit","Consumer","United States","Los Angeles","California","90036","West"
"JL-15835","John Lee","Consumer","United States","Mission Viejo","California","92691","West"
"HG-14965","Henry Goldwyn","Corporate","United States","Lancaster","Ohio","43130","East"
"ND-18370","Natalie DeCherney","Consumer","United States","San Francisco","California","94110","West"
"EP-13915","Emily Phan","Consumer","United States","Dearborn Heights","Michigan","48127","Central"
"KB-16585","Ken Black","Corporate","United States","Hialeah","Florida","33012","South"
"MG-17890","Michael Granlund","Home Office","United States","Clinton","Maryland","20735","East"
"DV-13465","Dianna Vittorini","Consumer","United States","Los Angeles","California","90049","West"
"MP-18175","Mike Pelletier","Home Office","United States","Laguna Niguel","California","92677","West"
"MH-17455","Mark Hamilton","Consumer","United States","New York City","New York","10011","East"
"CB-12025","Cassandra Brandow","Consumer","United States","San Francisco","California","94110","West"
"HF-14995","Herbert Flentye","Consumer","United States","Indianapolis","Indiana","46203","Central"
"LH-17020","Lisa Hazard","Consumer","United States","Tyler","Texas","75701","Central"
"IL-15100","Ivan Liston","Consumer","United States","Wilmington","Delaware","19805","East"
"JF-15415","Jennifer Ferguson","Consumer","United States","Chicago","Illinois","60653","Central"
"JM-15865","John Murray","Consumer","United States","Los Angeles","California","90036","West"
"CS-12505","Cindy Stewart","Consumer","United States","Lancaster","Ohio","43130","East"
"HP-14815","Harold Pawlan","Home Office","United States","Tucson","Arizona","85705","West"
"VM-21835","Vivian Mathis","Consumer","United States","Nashua","New Hampshire","3060","East"
"RB-19570","Rob Beeghly","Consumer","United States","Chicago","Illinois","60610","Central"
"FH-14365","Fred Hopkins","Corporate","United States","Long Beach","New York","11561","East"
"TC-21295","Toby Carlisle","Consumer","United States","Tallahassee","Florida","32303","South"
"DK-13090","Dave Kipp","Consumer","United States","Springfield","Virginia","22153","South"
"DP-13105","Dave Poirier","Corporate","United States","Eau Claire","Wisconsin","54703","Central"
"LM-17065","Liz MacKendrick","Consumer","United States","Auburn","New York","13021","East"
"JL-15850","John Lucas","Consumer","United States","San Francisco","California","94122","West"
"AY-10555","Andy Yotov","Corporate","United States","San Francisco","California","94110","West"
"LW-17125","Liz Willingham","Consumer","United States","Oxnard","California","93030","West"
"BW-11110","Bart Watters","Corporate","United States","Houston","Texas","77070","Central"
"JG-15160","James Galang","Consumer","United States","Lafayette","Louisiana","70506","South"
"ES-14020","Erica Smith","Consumer","United States","San Francisco","California","94110","West"
"JF-15355","Jay Fein","Consumer","United States","Austin","Texas","78745","Central"
"PW-19240","Pierre Wener","Consumer","United States","Pensacola","Florida","32503","South"
"RA-19885","Ruben Ausman","Corporate","United States","Farmington","New Mexico","87401","West"
"DO-13435","Denny Ordway","Consumer","United States","Columbus","Ohio","43229","East"
"KH-16510","Keith Herrera","Consumer","United States","San Francisco","California","94110","West"
"CS-11950","Carlos Soltero","Consumer","United States","New York City","New York","10024","East"
"EP-13915","Emily Phan","Consumer","United States","Tampa","Florida","33614","South"
"JC-16105","Julie Creighton","Corporate","United States","Los Angeles","California","90045","West"
"ME-17725","Max Engle","Consumer","United States","Salem","Virginia","24153","South"
"CS-12355","Christine Sundaresam","Consumer","United States","New York City","New York","10024","East"
"LC-16960","Lindsay Castell","Home Office","United States","San Diego","California","92037","West"
"JH-15910","Jonathan Howell","Consumer","United States","Tulsa","Oklahoma","74133","Central"
"SC-20260","Scott Cohen","Corporate","United States","Seattle","Washington","98115","West"
"MR-17545","Mathew Reese","Home Office","United States","New York City","New York","10024","East"
"FH-14365","Fred Hopkins","Corporate","United States","Hempstead","New York","11550","East"
"ND-18370","Natalie DeCherney","Consumer","United States","Jacksonville","Florida","32216","South"
"RO-19780","Rose O'Brian","Consumer","United States","Seattle","Washington","98115","West"
"IG-15085","Ivan Gibson","Consumer","United States","Seattle","Washington","98103","West"
"EJ-14155","Eva Jacobs","Consumer","United States","Seattle","Washington","98105","West"
"DR-12880","Dan Reichenbach","Corporate","United States","Gresham","Oregon","97030","West"
"HE-14800","Harold Engle","Corporate","United States","Newark","Delaware","19711","East"
"AH-10585","Angele Hood","Consumer","United States","Chicago","Illinois","60623","Central"
"LH-17155","Logan Haushalter","Consumer","United States","Jackson","Michigan","49201","Central"
"HG-14965","Henry Goldwyn","Corporate","United States","San Diego","California","92024","West"
"PO-19180","Philisse Overcash","Home Office","United States","Houston","Texas","77095","Central"
"PK-18910","Paul Knutson","Home Office","United States","San Francisco","California","94109","West"
"BP-11290","Beth Paige","Consumer","United States","Concord","North Carolina","28027","South"
"MY-18295","Muhammed Yedwab","Corporate","United States","Bryan","Texas","77803","Central"
"MA-17560","Matt Abelman","Home Office","United States","Los Angeles","California","90004","West"
"SC-20770","Stewart Carmichael","Corporate","United States","San Francisco","California","94122","West"
"Co-12640","Corey-Lock","Consumer","United States","Lawton","Oklahoma","73505","Central"
"DC-12850","Dan Campbell","Consumer","United States","Houston","Texas","77036","Central"
"DP-13390","Dennis Pardue","Home Office","United States","North Las Vegas","Nevada","89031","West"
"CK-12325","Christine Kargatis","Home Office","United States","Seattle","Washington","98103","West"
"XP-21865","Xylona Preis","Consumer","United States","Hollywood","Florida","33021","South"
"CA-12055","Cathy Armstrong","Home Office","United States","Houston","Texas","77070","Central"
"GM-14680","Greg Matthias","Consumer","United States","New York City","New York","10024","East"
"KT-16465","Kean Takahito","Consumer","United States","Raleigh","North Carolina","27604","South"
"JF-15190","Jamie Frazer","Consumer","United States","Manchester","Connecticut","6040","East"
"MG-18145","Mike Gockenbach","Consumer","United States","Los Angeles","California","90045","West"
"SF-20200","Sarah Foster","Consumer","United States","Mesa","Arizona","85204","West"
"LH-16900","Lena Hernandez","Consumer","United States","Dover","Delaware","19901","East"
"BD-11500","Bradley Drucker","Consumer","United States","Newport News","Virginia","23602","South"
"HR-14770","Hallie Redmond","Home Office","United States","Jacksonville","Florida","32216","South"
"EH-14185","Evan Henry","Consumer","United States","New York City","New York","10035","East"
"AJ-10795","Anthony Johnson","Corporate","United States","Jacksonville","Florida","32216","South"
"SV-20785","Stewart Visinsky","Consumer","United States","Baltimore","Maryland","21215","East"
"MW-18220","Mitch Webber","Consumer","United States","New York City","New York","10035","East"
"MC-17605","Matt Connell","Corporate","United States","Philadelphia","Pennsylvania","19143","East"
"MH-18025","Michelle Huthwaite","Consumer","United States","Seattle","Washington","98115","West"
"TT-21460","Tonja Turnell","Home Office","United States","Richmond","Indiana","47374","Central"
"KB-16585","Ken Black","Corporate","United States","Springfield","Oregon","97477","West"
"NF-18385","Natalie Fritzler","Consumer","United States","Charlotte","North Carolina","28205","South"
"JK-16120","Julie Kriz","Home Office","United States","Austin","Texas","78745","Central"
"ML-17395","Marina Lichtenstein","Corporate","United States","San Diego","California","92105","West"
"FC-14335","Fred Chung","Corporate","United States","Philadelphia","Pennsylvania","19140","East"
"MH-17455","Mark Hamilton","Consumer","United States","Los Angeles","California","90032","West"
"GT-14710","Greg Tran","Consumer","United States","Omaha","Nebraska","68104","Central"
"MH-17455","Mark Hamilton","Consumer","United States","Jacksonville","North Carolina","28540","South"
"NM-18445","Nathan Mautz","Home Office","United States","San Francisco","California","94109","West"
"PT-19090","Pete Takahito","Consumer","United States","Jacksonville","Florida","32216","South"
"AG-10300","Aleksandra Gannaway","Corporate","United States","Las Vegas","Nevada","89115","West"
"AJ-10795","Anthony Johnson","Corporate","United States","New York City","New York","10024","East"
"AP-10915","Arthur Prichep","Consumer","United States","Columbus","Georgia","31907","South"
"TB-21280","Toby Braunhardt","Consumer","United States","Norman","Oklahoma","73071","Central"
"MT-17815","Meg Tillman","Consumer","United States","Scottsdale","Arizona","85254","West"
"JD-15895","Jonathan Doherty","Corporate","United States","Columbia","South Carolina","29203","South"
"JM-15250","Janet Martin","Consumer","United States","Baltimore","Maryland","21215","East"
"HW-14935","Helen Wasserman","Corporate","United States","Chicago","Illinois","60653","Central"
"MS-17830","Melanie Seite","Consumer","United States","Rochester","New York","14609","East"
"DK-12835","Damala Kotsonis","Corporate","United States","San Francisco","California","94122","West"
"SR-20740","Steven Roelle","Home Office","United States","Bloomington","Indiana","47401","Central"
"DL-12865","Dan Lawera","Consumer","United States","New York City","New York","10011","East"
"MC-17605","Matt Connell","Corporate","United States","Jacksonville","North Carolina","28540","South"
"SA-20830","Sue Ann Reed","Consumer","United States","Richmond","Virginia","23223","South"
"LW-17215","Luke Weiss","Consumer","United States","Chicago","Illinois","60653","Central"
"BC-11125","Becky Castell","Home Office","United States","El Cajon","California","92020","West"
"RB-19435","Richard Bierner","Consumer","United States","Roseville","California","95661","West"
"KT-16465","Kean Takahito","Consumer","United States","Los Angeles","California","90032","West"
"PO-18850","Patrick O'Brill","Consumer","United States","Burlington","Iowa","52601","Central"
"AB-10150","Aimee Bixby","Consumer","United States","Long Beach","New York","11561","East"
"JP-15460","Jennifer Patt","Corporate","United States","Oceanside","New York","11572","East"
"TB-21280","Toby Braunhardt","Consumer","United States","New York City","New York","10024","East"
"JD-15895","Jonathan Doherty","Corporate","United States","New York City","New York","10035","East"
"FH-14365","Fred Hopkins","Corporate","United States","Philadelphia","Pennsylvania","19120","East"
"CC-12430","Chuck Clark","Home Office","United States","Redmond","Washington","98052","West"
"DK-12985","Darren Koutras","Consumer","United States","Henderson","Kentucky","42420","South"
"TA-21385","Tom Ashbrook","Home Office","United States","New York City","New York","10024","East"
"DR-12880","Dan Reichenbach","Corporate","United States","Milford","Connecticut","6460","East"
"DW-13195","David Wiener","Corporate","United States","Springfield","Oregon","97477","West"
"VP-21760","Victoria Pisteka","Corporate","United States","Indianapolis","Indiana","46203","Central"
"BD-11320","Bill Donatelli","Consumer","United States","Minneapolis","Minnesota","55407","Central"
"ME-18010","Michelle Ellison","Corporate","United States","San Francisco","California","94122","West"
"MJ-17740","Max Jones","Consumer","United States","Miami","Florida","33178","South"
"MG-18145","Mike Gockenbach","Consumer","United States","Jacksonville","Florida","32216","South"
"CV-12295","Christina VanderZanden","Consumer","United States","Chicago","Illinois","60653","Central"
"CK-12760","Cyma Kinney","Corporate","United States","Long Beach","New York","11561","East"
"JL-15235","Janet Lee","Consumer","United States","Kissimmee","Florida","34741","South"
"TS-21205","Thomas Seio","Corporate","United States","Asheville","North Carolina","28806","South"
"DB-13120","David Bremer","Corporate","United States","Rochester","New York","14609","East"
"DL-13330","Denise Leinenbach","Consumer","United States","Lawrence","Indiana","46226","Central"
"SB-20170","Sarah Bern","Consumer","United States","New York City","New York","10035","East"
"MO-17800","Meg O'Connel","Home Office","United States","New York City","New York","10024","East"
"JF-15415","Jennifer Ferguson","Consumer","United States","Saint Charles","Missouri","63301","Central"
"EN-13780","Edward Nazzal","Consumer","United States","New York City","New York","10035","East"
"AH-10690","Anna Häberlin","Corporate","United States","Dallas","Texas","75220","Central"
"SR-20425","Sharelle Roach","Home Office","United States","Detroit","Michigan","48234","Central"
"CC-12475","Cindy Chapman","Consumer","United States","Los Angeles","California","90032","West"
"AS-10135","Adrian Shami","Home Office","United States","New York City","New York","10035","East"
"RA-19945","Ryan Akin","Consumer","United States","Dallas","Texas","75217","Central"
"HP-14815","Harold Pawlan","Home Office","United States","Jackson","Michigan","49201","Central"
"JF-15565","Jill Fjeld","Consumer","United States","New York City","New York","10024","East"
"GZ-14545","George Zrebassa","Corporate","United States","Los Angeles","California","90008","West"
"JP-16135","Julie Prescott","Home Office","United States","Philadelphia","Pennsylvania","19120","East"
"CM-11935","Carlos Meador","Consumer","United States","Fayetteville","North Carolina","28314","South"
"RD-19900","Ruben Dartt","Consumer","United States","Dearborn Heights","Michigan","48127","Central"
"SP-20620","Stefania Perrino","Corporate","United States","Buffalo","New York","14215","East"
"EM-14095","Eudokia Martin","Corporate","United States","New York City","New York","10024","East"
"SU-20665","Stephanie Ulpright","Home Office","United States","Greenville","North Carolina","27834","South"
"SH-19975","Sally Hughsby","Corporate","United States","San Francisco","California","94109","West"
"KN-16450","Kean Nguyen","Corporate","United States","Jacksonville","Florida","32216","South"
"AF-10870","Art Ferguson","Consumer","United States","Passaic","New Jersey","7055","East"
"HK-14890","Heather Kirkland","Corporate","United States","Salinas","California","93905","West"
"GT-14710","Greg Tran","Consumer","United States","Buffalo","New York","14215","East"
"JB-16000","Joy Bell-","Consumer","United States","Salt Lake City","Utah","84106","West"
"NR-18550","Nick Radford","Consumer","United States","Aurora","Illinois","60505","Central"
"LO-17170","Lori Olson","Corporate","United States","Suffolk","Virginia","23434","South"
"AA-10375","Allen Armold","Consumer","United States","Salem","Oregon","97301","West"
"KT-16465","Kean Takahito","Consumer","United States","Glendale","Arizona","85301","West"
"MD-17860","Michael Dominguez","Corporate","United States","Laurel","Maryland","20707","East"
"AS-10630","Ann Steele","Home Office","United States","Knoxville","Tennessee","37918","South"
"AP-10915","Arthur Prichep","Consumer","United States","Palm Coast","Florida","32137","South"
"BT-11680","Brian Thompson","Consumer","United States","Clinton","Maryland","20735","East"
"CM-12160","Charles McCrossin","Consumer","United States","Baltimore","Maryland","21215","East"
"VF-21715","Vicky Freymann","Home Office","United States","San Francisco","California","94109","West"
"LE-16810","Laurel Elliston","Consumer","United States","Chicago","Illinois","60653","Central"
"PJ-19015","Pauline Johnson","Consumer","United States","Santa Ana","California","92704","West"
"JW-16075","Julia West","Consumer","United States","Chicago","Illinois","60610","Central"
"CB-12025","Cassandra Brandow","Consumer","United States","Los Angeles","California","90049","West"
"EM-13810","Eleni McCrary","Corporate","United States","Dover","New Hampshire","3820","East"
"BS-11365","Bill Shonely","Corporate","United States","Lakewood","New Jersey","8701","East"
"AP-10720","Anne Pryor","Home Office","United States","Malden","Massachusetts","2148","East"
"TB-21355","Todd Boyes","Corporate","United States","Houston","Texas","77041","Central"
"SP-20920","Susan Pistek","Consumer","United States","San Francisco","California","94109","West"
"CC-12610","Corey Catlett","Corporate","United States","Philadelphia","Pennsylvania","19134","East"
"EA-14035","Erin Ashbrook","Corporate","United States","Chicago","Illinois","60623","Central"
"JL-15175","James Lanier","Home Office","United States","Chandler","Arizona","85224","West"
"ED-13885","Emily Ducich","Home Office","United States","San Diego","California","92037","West"
"Dp-13240","Dean percer","Home Office","United States","New York City","New York","10035","East"
"AH-10210","Alan Hwang","Consumer","United States","Brentwood","California","94513","West"
"EP-13915","Emily Phan","Consumer","United States","Houston","Texas","77036","Central"
"KW-16570","Kelly Williams","Consumer","United States","San Francisco","California","94109","West"
"CS-11860","Cari Schnelling","Consumer","United States","New York City","New York","10011","East"
"BK-11260","Berenike Kampe","Consumer","United States","San Bernardino","California","92404","West"
"RD-19585","Rob Dowd","Consumer","United States","Los Angeles","California","90004","West"
"SC-20695","Steve Chapman","Corporate","United States","Richmond","Indiana","47374","Central"
"JE-15610","Jim Epp","Corporate","United States","Los Angeles","California","90036","West"
"JL-15505","Jeremy Lonsdale","Consumer","United States","Houston","Texas","77070","Central"
"AB-10060","Adam Bellavance","Home Office","United States","Los Angeles","California","90004","West"
"TS-21505","Tony Sayre","Consumer","United States","San Francisco","California","94122","West"
"DE-13255","Deanra Eno","Home Office","United States","Los Angeles","California","90008","West"
"PP-18955","Paul Prost","Home Office","United States","Newark","Delaware","19711","East"
"JC-16105","Julie Creighton","Corporate","United States","Durham","North Carolina","27707","South"
"KB-16405","Katrina Bavinger","Home Office","United States","Seattle","Washington","98105","West"
"CK-12595","Clytie Kelty","Consumer","United States","Grove City","Ohio","43123","East"
"RB-19360","Raymond Buch","Consumer","United States","Sioux Falls","South Dakota","57103","Central"
"FM-14380","Fred McMath","Consumer","United States","Amarillo","Texas","79109","Central"
"NC-18535","Nick Crebassa","Corporate","United States","San Francisco","California","94110","West"
"RS-19765","Roland Schwarz","Corporate","United States","Waco","Texas","76706","Central"
"AJ-10945","Ashley Jarboe","Consumer","United States","Taylor","Michigan","48180","Central"
"DK-13375","Dennis Kane","Consumer","United States","Marion","Ohio","43302","East"
"EM-13960","Eric Murdock","Consumer","United States","Philadelphia","Pennsylvania","19134","East"
"FC-14245","Frank Carlisle","Home Office","United States","Los Angeles","California","90032","West"
"TP-21130","Theone Pippenger","Consumer","United States","Naperville","Illinois","60540","Central"
"TS-21370","Todd Sumrall","Corporate","United States","Phoenix","Arizona","85023","West"
"HW-14935","Helen Wasserman","Corporate","United States","Seattle","Washington","98115","West"
"MD-17350","Maribeth Dona","Consumer","United States","Dallas","Texas","75217","Central"
"EN-13780","Edward Nazzal","Consumer","United States","Grand Rapids","Michigan","49505","Central"
"PS-18760","Pamela Stobb","Consumer","United States","Andover","Massachusetts","1810","East"
"TG-21310","Toby Gnade","Consumer","United States","Raleigh","North Carolina","27604","South"
"BP-11185","Ben Peterman","Corporate","United States","Dallas","Texas","75081","Central"
"BT-11530","Bradley Talbott","Home Office","United States","New York City","New York","10024","East"
"BM-11140","Becky Martin","Consumer","United States","San Antonio","Texas","78207","Central"
"AH-10690","Anna Häberlin","Corporate","United States","Los Angeles","California","90008","West"
"WB-21850","William Brown","Consumer","United States","Concord","California","94521","West"
"EB-14170","Evan Bailliet","Consumer","United States","Wilmington","North Carolina","28403","South"
"KA-16525","Kelly Andreada","Consumer","United States","San Diego","California","92037","West"
"OT-18730","Olvera Toch","Consumer","United States","Detroit","Michigan","48234","Central"
"CC-12100","Chad Cunningham","Home Office","United States","Los Angeles","California","90049","West"
"CC-12220","Chris Cortes","Consumer","United States","La Porte","Indiana","46350","Central"
"BP-11185","Ben Peterman","Corporate","United States","San Diego","California","92037","West"
"SP-20920","Susan Pistek","Consumer","United States","Parma","Ohio","44134","East"
"JK-15370","Jay Kimmel","Consumer","United States","Long Beach","California","90805","West"
"BT-11440","Bobby Trafton","Consumer","United States","New York City","New York","10035","East"
"IL-15100","Ivan Liston","Consumer","United States","Houston","Texas","77041","Central"
"AG-10495","Andrew Gjertsen","Corporate","United States","Detroit","Michigan","48234","Central"
"CC-12475","Cindy Chapman","Consumer","United States","Baltimore","Maryland","21215","East"
"EH-13945","Eric Hoffmann","Consumer","United States","Memphis","Tennessee","38109","South"
"RW-19690","Robert Waldorf","Consumer","United States","Springfield","Missouri","65807","Central"
"CB-12415","Christy Brittain","Consumer","United States","Los Angeles","California","90036","West"
"JK-15370","Jay Kimmel","Consumer","United States","Philadelphia","Pennsylvania","19143","East"
"PC-18745","Pamela Coakley","Corporate","United States","Westfield","New Jersey","7090","East"
"DN-13690","Duane Noonan","Consumer","United States","San Francisco","California","94122","West"
"RB-19645","Robert Barroso","Corporate","United States","Billings","Montana","59102","West"
"TW-21025","Tamara Willingham","Home Office","United States","Seattle","Washington","98105","West"
"SB-20185","Sarah Brown","Consumer","United States","Evanston","Illinois","60201","Central"
"TB-21250","Tim Brockman","Consumer","United States","Los Angeles","California","90049","West"
"KB-16585","Ken Black","Corporate","United States","Fremont","Nebraska","68025","Central"
"TC-21295","Toby Carlisle","Consumer","United States","Westminster","California","92683","West"
"JG-15160","James Galang","Consumer","United States","Pocatello","Idaho","83201","West"
"MY-17380","Maribeth Yedwab","Corporate","United States","Rancho Cucamonga","California","91730","West"
"GB-14575","Giulietta Baptist","Consumer","United States","Arlington","Virginia","22204","South"
"JE-15715","Joe Elijah","Consumer","United States","Seattle","Washington","98115","West"
"DM-13345","Denise Monton","Corporate","United States","New York City","New York","10024","East"
"BS-11755","Bruce Stewart","Consumer","United States","Cleveland","Ohio","44105","East"
"TN-21040","Tanja Norvell","Home Office","United States","Phoenix","Arizona","85023","West"
"RD-19720","Roger Demir","Consumer","United States","Seattle","Washington","98105","West"
"SW-20350","Sean Wendt","Home Office","United States","Detroit","Michigan","48227","Central"
"DB-12910","Daniel Byrd","Home Office","United States","Columbus","Georgia","31907","South"
"SP-20650","Stephanie Phelps","Corporate","United States","Jackson","Michigan","49201","Central"
"KA-16525","Kelly Andreada","Consumer","United States","New York City","New York","10035","East"
"EM-14065","Erin Mull","Consumer","United States","Jacksonville","North Carolina","28540","South"
"BD-11320","Bill Donatelli","Consumer","United States","Woodland","California","95695","West"
"RB-19645","Robert Barroso","Corporate","United States","North Las Vegas","Nevada","89031","West"
"KB-16600","Ken Brennan","Corporate","United States","Columbus","Indiana","47201","Central"
"SC-20050","Sample Company A","Home Office","United States","La Mesa","California","91941","West"
"LW-16990","Lindsay Williams","Corporate","United States","Monroe","North Carolina","28110","South"
"FA-14230","Frank Atkinson","Corporate","United States","Los Angeles","California","90032","West"
"AG-10675","Anna Gayman","Consumer","United States","Milwaukee","Wisconsin","53209","Central"
"AG-10300","Aleksandra Gannaway","Corporate","United States","Franklin","Massachusetts","2038","East"
"AB-10165","Alan Barnes","Consumer","United States","Lakewood","California","90712","West"
"MV-17485","Mark Van Huff","Consumer","United States","Seattle","Washington","98115","West"
"RB-19360","Raymond Buch","Consumer","United States","Cincinnati","Ohio","45231","East"
"NW-18400","Natalie Webber","Consumer","United States","Waterloo","Iowa","50701","Central"
"MN-17935","Michael Nguyen","Consumer","United States","Clinton","Maryland","20735","East"
"BM-11140","Becky Martin","Consumer","United States","New York City","New York","10024","East"
"NC-18535","Nick Crebassa","Corporate","United States","New Bedford","Massachusetts","2740","East"
"MG-17890","Michael Granlund","Home Office","United States","San Diego","California","92024","West"
"NH-18610","Nicole Hansen","Corporate","United States","Columbus","Georgia","31907","South"
"MS-17770","Maxwell Schwartz","Consumer","United States","Columbus","Ohio","43229","East"
"LH-16900","Lena Hernandez","Consumer","United States","Greenville","North Carolina","27834","South"
"CA-11965","Carol Adams","Corporate","United States","Hoover","Alabama","35244","South"
"KB-16315","Karl Braun","Consumer","United States","Thomasville","North Carolina","27360","South"
"JB-16000","Joy Bell-","Consumer","United States","Longview","Washington","98632","West"
"LW-17215","Luke Weiss","Consumer","United States","Pasadena","California","91104","West"
"LL-16840","Lauren Leatherbury","Consumer","United States","Seattle","Washington","98105","West"
"TB-21355","Todd Boyes","Corporate","United States","Cedar Hill","Texas","75104","Central"
"AG-10330","Alex Grayson","Consumer","United States","Mesa","Arizona","85204","West"
"CB-12535","Claudia Bergmann","Corporate","United States","Chapel Hill","North Carolina","27514","South"
"SG-20470","Sheri Gordon","Consumer","United States","New York City","New York","10024","East"
"DD-13570","Dorothy Dickinson","Consumer","United States","Memphis","Tennessee","38109","South"
"JK-15325","Jason Klamczynski","Corporate","United States","Atlantic City","New Jersey","8401","East"
"SC-20695","Steve Chapman","Corporate","United States","La Crosse","Wisconsin","54601","Central"
"MB-17305","Maria Bertelson","Consumer","United States","San Francisco","California","94122","West"
"TB-21055","Ted Butterfield","Consumer","United States","Quincy","Massachusetts","2169","East"
"MH-17440","Mark Haberlin","Corporate","United States","Houston","Texas","77036","Central"
"BK-11260","Berenike Kampe","Consumer","United States","San Francisco","California","94110","West"
"GM-14500","Gene McClure","Consumer","United States","Seattle","Washington","98103","West"
"CS-12130","Chad Sievert","Consumer","United States","Los Angeles","California","90004","West"
"AG-10300","Aleksandra Gannaway","Corporate","United States","San Francisco","California","94122","West"
"ND-18460","Neil Ducich","Corporate","United States","Mount Vernon","New York","10550","East"
"CG-12040","Catherine Glotzbach","Home Office","United States","Lebanon","Tennessee","37087","South"
"TT-21460","Tonja Turnell","Home Office","United States","Los Angeles","California","90008","West"
"GB-14530","George Bell","Corporate","United States","Philadelphia","Pennsylvania","19120","East"
"RW-19630","Rob Williams","Corporate","United States","Dallas","Texas","75220","Central"
"JK-16120","Julie Kriz","Home Office","United States","Fort Lauderdale","Florida","33311","South"
"AS-10285","Alejandro Savely","Corporate","United States","Dallas","Texas","75081","Central"
"NS-18640","Noel Staavos","Corporate","United States","Carlsbad","New Mexico","88220","West"
"KL-16555","Kelly Lampkin","Corporate","United States","Colorado Springs","Colorado","80906","West"
"RH-19495","Rick Hansen","Consumer","United States","Rochester","Minnesota","55901","Central"
"NR-18550","Nick Radford","Consumer","United States","Amarillo","Texas","79109","Central"
"ES-14080","Erin Smith","Corporate","United States","Springfield","Oregon","97477","West"
"NP-18325","Naresj Patel","Consumer","United States","Oakland","California","94601","West"
"DC-12850","Dan Campbell","Consumer","United States","Memphis","Tennessee","38109","South"
"VW-21775","Victoria Wilson","Corporate","United States","Sioux Falls","South Dakota","57103","Central"
"MC-17275","Marc Crier","Consumer","United States","Memphis","Tennessee","38109","South"
"PS-19045","Penelope Sewall","Home Office","United States","Charlotte","North Carolina","28205","South"
"KW-16435","Katrina Willman","Consumer","United States","Lansing","Michigan","48911","Central"
"SP-20620","Stefania Perrino","Corporate","United States","Long Beach","New York","11561","East"
"JF-15415","Jennifer Ferguson","Consumer","United States","Spokane","Washington","99207","West"
"LC-16885","Lena Creighton","Consumer","United States","Roseville","California","95661","West"
"FM-14290","Frank Merwin","Home Office","United States","Los Angeles","California","90032","West"
"DO-13645","Doug O'Connell","Consumer","United States","Paterson","New Jersey","7501","East"
"FA-14230","Frank Atkinson","Corporate","United States","Orlando","Florida","32839","South"
"JH-15820","John Huston","Consumer","United States","Monroe","North Carolina","28110","South"
"MO-17950","Michael Oakman","Consumer","United States","Jacksonville","North Carolina","28540","South"
"AC-10450","Amy Cox","Consumer","United States","Tampa","Florida","33614","South"
"DL-13495","Dionis Lloyd","Corporate","United States","New York City","New York","10024","East"
"NH-18610","Nicole Hansen","Corporate","United States","Irving","Texas","75061","Central"
"SB-20290","Sean Braxton","Corporate","United States","Houston","Texas","77036","Central"
"DL-13330","Denise Leinenbach","Consumer","United States","New York City","New York","10009","East"
"MD-17350","Maribeth Dona","Consumer","United States","Akron","Ohio","44312","East"
"HA-14905","Helen Abelman","Consumer","United States","San Jose","California","95123","West"
"TH-21550","Tracy Hopkins","Home Office","United States","New York City","New York","10035","East"
